,trades,Total return,Average Gain,Average Loss,Max Return,Max Loss,Gain/Loss Ratio,Batting Average
MRNA,10,477.5,74.04132492839535,-3.7034746227353215,182.11278675754187,-6.614018447431413,19.99239429746915,0.4
MDLZ,41,-11.7,4.555481513264765,-2.1486165422125074,25.82589773206241,-8.016872953400856,2.120192888663988,0.2926829268292683
MNST,26,56.31,11.978438612460184,-3.078691447814762,32.53951186185924,-5.2142652769690105,3.8907564514015895,0.34615384615384615
NTES,32,79.04,18.7817997825354,-4.468417088858553,60.70471628971135,-11.643794389800298,4.203233361846526,0.3125
NFLX,32,118.65,14.559649870075567,-4.463892092301756,43.978566958095854,-12.830725954547228,3.2616491548226576,0.40625
NVDA,29,629.71,40.865396737417406,-4.965537960188435,236.94027853095375,-13.261269122177444,8.229802503788859,0.3793103448275862
NXPI,27,52.82,9.340050186691053,-3.0737682565139504,38.616130551477234,-7.613862180977826,3.038631870472849,0.4074074074074074
ORLY,37,32.48,13.914294892724712,-2.48088228501309,28.341108755569255,-8.186963912930324,5.608607460652369,0.21621621621621623
OKTA,20,281.46,28.32375196457322,-6.30001596981448,78.92593101218894,-16.11513653059138,4.495822248750154,0.45
PCAR,34,47.13,8.701843636654461,-2.1446540599273463,25.136865214213834,-7.772852594272894,4.057457936572414,0.3235294117647059
PAYX,28,113.88,12.23543199989238,-1.9837891827473721,27.74330984395732,-4.8411281878350305,6.1677077918871355,0.35714285714285715
PYPL,30,126.57,19.037294962086534,-4.290004663526488,83.95802574834836,-10.32528648275932,4.43759306928991,0.36666666666666664
PTON,5,244.25,141.61856710523625,-7.0279209143690755,265.94782290251356,-11.555553617931547,20.15084814282517,0.4
PEP,40,18.17,6.329748549822602,-1.427881444903754,19.206908445630376,-6.068419473598907,4.432965056317583,0.25
PDD,14,143.52,47.28143223263529,-4.481525644829593,124.69604818578203,-10.745367596843348,10.550298264428013,0.2857142857142857
QCOM,28,59.36,9.131478033972355,-2.6262996411382957,29.338318913721384,-5.607855079121893,3.476936862396468,0.39285714285714285
REGN,40,-2.96,22.731043286743713,-3.458092043099046,56.01897671200009,-9.657760710599616,6.573290416634713,0.15
ROST,31,34.67,9.004082227701774,-2.962076457079,34.63650859268883,-10.636069887268363,3.0397872432303763,0.3548387096774194
SGEN,34,90.13,21.945052024220484,-4.145143978968642,47.90789955540706,-9.601000796524318,5.294159174099582,0.2647058823529412
SIRI,42,10.01,7.248583489301078,-2.631546003131934,26.885097488515797,-10.826213409388696,2.7544962089487237,0.30952380952380953
SWKS,33,73.67,19.91639645491364,-3.2286162440678794,42.5724371668746,-15.523534179190912,6.168709734861544,0.24242424242424243
SPLK,31,106.97,14.291642844062721,-4.635604769109786,50.577641879548516,-20.231185557303178,3.08301582121447,0.41935483870967744
SBUX,30,76.0,9.376944888351336,-2.356387822024514,41.47157401691912,-9.071923744046174,3.9793724957783225,0.4
SNPS,32,185.0,12.825963162246259,-2.385878917422743,36.33054066179129,-5.996127750214885,5.375781255530364,0.40625
TMUS,33,24.92,9.343237185165002,-3.1137161508618423,42.09388512191312,-6.8254015120156275,3.000670816631406,0.3333333333333333
TSLA,37,372.23,44.77018768501828,-4.359021187627087,207.63499673938472,-15.468709556371907,10.27069742448069,0.2702702702702703
TXN,29,82.86,9.41880620616228,-2.5391683879400015,27.786846496626637,-8.305646738518146,3.7094059026954294,0.41379310344827586
TCOM,38,-7.53,8.540935534556148,-3.334748214755507,43.762852379061144,-11.295675905338475,2.561193524825784,0.2894736842105263
VRSN,33,52.29,12.372707618769713,-2.3375682459946,35.39889089267314,-9.277661593873033,5.292982414511416,0.2727272727272727
VRSK,31,40.26,8.681188870335085,-2.6079794682157065,34.49031478156537,-12.566486302013303,3.328702919687657,0.3548387096774194
VRTX,46,-3.19,14.765485384542119,-3.7223121347378885,84.31088594708997,-21.602332849860517,3.9667510004724122,0.2391304347826087
WBA,29,-44.74,5.436883175713909,-3.763978995160664,25.00982722479823,-9.615394705536994,1.4444509872940559,0.20689655172413793
WDAY,35,22.08,8.676658061789116,-4.209402890456183,37.12110657473788,-12.08403166304397,2.061256260706564,0.4
XEL,28,16.51,5.548812612687375,-4.044265017578885,18.171245419953653,-12.687009362121726,1.3720200304799,0.5
XLNX,29,73.9,11.049663784868514,-3.6610499998113077,36.44345956634707,-10.412784856411939,3.018167953302473,0.41379310344827586
ZM,9,278.39,78.81161049820834,-10.149990988959834,228.5551682150222,-16.807927627761366,7.7646975828778455,0.4444444444444444
